 Beginning EDF Schedular: 
 955 Task 0 Completed 
 956: Task executing 1
 957: Task executing 1
 958: Task executing 1
 959: Task executing 0
 959 Task 0 Completed 
 960: Task executing 1
 961: Task executing 1
 962: Task executing 1
 963: Task executing 0
 963 Task 0 Completed 
 964: Task executing 1
 965: Task executing 1
 966: Task executing 1
 967: Task executing 0
 967 Task 0 Completed 
 968: Task executing 1
 969: Task executing 1
 970: Task executing 1
 971: Task executing 0
 971 Task 0 Completed 
 972: Task executing 1
 973: Task executing 1
 974: Task executing 1
 975: Task executing 0
 975 Task 0 Completed 
 976: Task executing 1
 977: Task executing 1
 978: Task executing 1
 979: Task executing 0
 979 Task 0 Completed 
 980: Task executing 1
 981: Task executing 1
 982: Task executing 1
 983: Task executing 0
 983 Task 0 Completed 
 984: Task executing 1
 985: Task executing 1
 986: Task executing 1
 987: Task executing 0
 987 Task 0 Completed 
 988: Task executing 1
 989: Task executing 1
 990: Task executing 1
 991: Task executing 0
 991 Task 0 Completed 
 992: Task executing 1
 993: Task executing 1
 994: Task executing 1
 995: Task executing 0
 995 Task 0 Completed 
 996: Task executing 1
 997: Task executing 1
 998: Task executing 1
 999: Task executing 0
 999 Task 0 Completed 
 1000: Task executing 1
 1001: Task executing 1
 1002: Task executing 1
 1003: Task executing 0
 1003 Task 0 Completed 
 1004: Task executing 1
 1005: Task executing 1
 1006: Task executing 1
 1007: Task executing 0
 1007 Task 0 Completed 
 1008: Task executing 1
 1009: Task executing 1
 1010: Task executing 1
 1011: Task executing 0
 1011 Task 0 Completed 
 1012: Task executing 1
 1013: Task executing 1
 1014: Task executing 1
 1015: Task executing 0
 1015 Task 0 Completed 
 1016: Task executing 1
 1017: Task executing 1
 1018: Task executing 1
 1019: Task executing 0
 1019 Task 0 Completed 
 1020: Task executing 1
 1021: Task executing 1
 1022: Task executing 1
 1023: Task executing 0
 1023 Task 0 Completed 
 1024: Task executing 1
 1025: Task executing 1
 1026: Task executing 1
 1027: Task executing 0
 1027 Task 0 Completed 
 1028: Task executing 1
 1029: Task executing 1
 1030: Task executing 1
 1031: Task executing 0
 1031 Task 0 Completed 
 1032: Task executing 1
 1033: Task executing 1
 1034: Task executing 1
 1035: Task executing 0
 1035 Task 0 Completed 
 1036: Task executing 1
 1037: Task executing 1
 1038: Task executing 1
 1039: Task executing 0
 1039 Task 0 Completed 
 1040: Task executing 1
 1041: Task executing 1
 1042: Task executing 1
 1043: Task executing 0
 1043 Task 0 Completed 
 1044: Task executing 1
 1045: Task executing 1
 1046: Task executing 1
 1047: Task executing 0
 1047 Task 0 Completed 
 1048: Task executing 1
 1049: Task executing 1
 1050: Task executing 1
 1051: Task executing 0
 1051 Task 0 Completed 
 1052: Task executing 1
 1053: Task executing 1
 1054: Task executing 1
 1055: Task executing 0
 1055 Task 0 Completed 
 1056: Task executing 1
 1057: Task executing 1
 1058: Task executing 1
 1059: Task executing 0
 1059 Task 0 Completed 
 1060: Task executing 1
 1061: Task executing 1
 1062: Task executing 1
 1063: Task executing 0
 1063 Task 0 Completed 
 1064: Task executing 1
 1065: Task executing 1
 1066: Task executing 1
 1067: Task executing 0
 1067 Task 0 Completed 
 1068: Task executing 1
 1069: Task executing 1
 1070: Task executing 1
 1071: Task executing 0
 1071 Task 0 Completed 
 1072: Task executing 1
 1073: Task executing 1
 1074: Task executing 1
 1075: Task executing 0
 1075 Task 0 Completed 
 1076: Task executing 1
 1077: Task executing 1
 1078: Task executing 1
 1079: Task executing 0
 1079 Task 0 Completed 
 1080: Task executing 1
 1081: Task executing 1
 1082: Task executing 1
 1083: Task executing 0
 1083 Task 0 Completed 
 1084: Task executing 1
 1085: Task executing 1
 1086: Task executing 1
 1087: Task executing 0
 1087 Task 0 Completed 
 1088: Task executing 1
 1089: Task executing 1
 1090: Task executing 1
 1091: Task executing 0
 1091 Task 0 Completed 
 1092: Task executing 1
 1093: Task executing 1
 1094: Task executing 1
 1095: Task executing 0
 1095 Task 0 Completed 
 1096: Task executing 1
 1097: Task executing 1
 1098: Task executing 1
 1099: Task executing 0
 1099 Task 0 Completed 
 1100: Task executing 1
 1101: Task executing 1
 1102: Task executing 1
 1103: Task executing 0
 1103 Task 0 Completed 
 1104: Task executing 1
 1105: Task executing 1
 1106: Task executing 1
 1107: Task executing 0
 1107 Task 0 Completed 
 1108: Task executing 1
 1109: Task executing 1
 1110: Task executing 1
 1111: Task executing 0
 1111 Task 0 Completed 
 1112: Task executing 1
 1113: Task executing 1
 1114: Task executing 1
 1115: Task executing 0
 1115 Task 0 Completed 
 1116: Task executing 1
 1117: Task executing 1
 1118: Task executing 1
 1119: Task executing 0
 1119 Task 0 Completed 
 1120: Task executing 1
 1121: Task executing 1
 1122: Task executing 1
 1123: Task executing 0
 1123 Task 0 Completed 
 1124: Task executing 1
 1125: Task executing 1
 1126: Task executing 1
 1127: Task executing 0
 1127 Task 0 Completed 
 1128: Task executing 1
 1129: Task executing 1
 1130: Task executing 1
 1131: Task executing 0
 1131 Task 0 Completed 
 1132: Task executing 1
 1133: Task executing 1
 1134: Task executing 1
 1135: Task executing 0
 1135 Task 0 Completed 
 1136: Task executing 1
 1137: Task executing 1
 1138: Task executing 1
 1139: Task executing 0
 1139 Task 0 Completed 
 1140: Task executing 1
 1141: Task executing 1
 1142: Task executing 1
 1143: Task executing 0
 1143 Task 0 Completed 
 1144: Task executing 1
 1145: Task executing 1
 1146: Task executing 1
 1147: Task executing 0
 1147 Task 0 Completed 
 1148: Task executing 1
 1149: Task executing 1
 1150: Task executing 1
 1151: Task executing 0
 1151 Task 0 Completed 
 1152: Task executing 1
 1153: Task executing 1
 1154: Task executing 1
 1155: Task executing 0
 1155 Task 0 Completed 
 1156: Task executing 1
 1157: Task executing 1
 1158: Task executing 1
 1159: Task executing 0
 1159 Task 0 Completed 
 1160: Task executing 1
 1161: Task executing 1
 1162: Task executing 1
 1163: Task executing 0
 1163 Task 0 Completed 
 1164: Task executing 1
 1165: Task executing 1
 1166: Task executing 1
 1167: Task executing 0
 1167 Task 0 Completed 
 1168: Task executing 1
 1169: Task executing 1
 1170: Task executing 1
 1171: Task executing 0
 1171 Task 0 Completed 
 1172: Task executing 1
 1173: Task executing 1
 1174: Task executing 1
 1175: Task executing 0
 1175 Task 0 Completed 
 1176: Task executing 1
 1177: Task executing 1
 1178: Task executing 1
 1179: Task executing 0
 1179 Task 0 Completed 
 1180: Task executing 1
 1181: Task executing 1
 1182: Task executing 1
 1183: Task executing 0
 1183 Task 0 Completed 
 1184: Task executing 1
 1185: Task executing 1
 1186: Task executing 1
 1187: Task executing 0
 1187 Task 0 Completed 
 1188: Task executing 1
 1189: Task executing 1
 1190: Task executing 1
 1191: Task executing 0
 1191 Task 0 Completed 
 1192: Task executing 1
 1193: Task executing 1
 1194: Task executing 1
 1195: Task executing 0
 1195 Task 0 Completed 
 1196: Task executing 1
 1197: Task executing 1
 1198: Task executing 1
 1199: Task executing 0
 1199 Task 0 Completed 
 1200: Task executing 1
 1201: Task executing 1
 1202: Task executing 1
 1203: Task executing 0
 1203 Task 0 Completed 
 1204: Task executing 1
 1205: Task executing 1
 1206: Task executing 1
 1207: Task executing 0
 1207 Task 0 Completed 
 1208: Task executing 1
 1209: Task executing 1
 1210: Task executing 1
 1211: Task executing 0
 1211 Task 0 Completed 
 1212: Task executing 1
 1213: Task executing 1
 1214: Task executing 1
 1215: Task executing 0
 1215 Task 0 Completed 
 1216: Task executing 1
 1217: Task executing 1
 1218: Task executing 1
 1219: Task executing 0
 1219 Task 0 Completed 
 1220: Task executing 1
 1221: Task executing 1
 1222: Task executing 1
 1223: Task executing 0
 1223 Task 0 Completed 
 1224: Task executing 1
 1225: Task executing 1
 1226: Task executing 1
 1227: Task executing 0
 1227 Task 0 Completed 
 1228: Task executing 1
 1229: Task executing 1
 1230: Task executing 1
 1231: Task executing 0
 1231 Task 0 Completed 
 1232: Task executing 1
 1233: Task executing 1
 1234: Task executing 1
 1235: Task executing 0
 1235 Task 0 Completed 
 1236: Task executing 1
 1237: Task executing 1
 1238: Task executing 1
 1239: Task executing 0
 1239 Task 0 Completed 
 1240: Task executing 1
 1241: Task executing 1
 1242: Task executing 1
 1243: Task executing 0
 1243 Task 0 Completed 
 1244: Task executing 1
 1245: Task executing 1
 1246: Task executing 1
 1247: Task executing 0
 1247 Task 0 Completed 
 1248: Task executing 1
 1249: Task executing 1
 1250: Task executing 1
 1251: Task executing 0
 1251 Task 0 Completed 
 1252: Task executing 1
 1253: Task executing 1
 1254: Task executing 1
 1255: Task executing 0
 1255 Task 0 Completed 
 1256: Task executing 1
 1257: Task executing 1
 1258: Task executing 1
 1259: Task executing 0
 1259 Task 0 Completed 
 1260: Task executing 1
 1261: Task executing 1
 1262: Task executing 1
 1263: Task executing 0
 1263 Task 0 Completed 
 1264: Task executing 1
 1265: Task executing 1
 1266: Task executing 1
 1267: Task executing 0
 1267 Task 0 Completed 
 1268: Task executing 1
 1269: Task executing 1
 1270: Task executing 1
 1271: Task executing 0
 1271 Task 0 Completed 
 1272: Task executing 1
 1273: Task executing 1
 1274: Task executing 1
 1275: Task executing 0
 1275 Task 0 Completed 
 1276: Task executing 1
 1277: Task executing 1
 1278: Task executing 1
 1279: Task executing 0
 1279 Task 0 Completed 
 1280: Task executing 1
 1281: Task executing 1
 1282: Task executing 1
 1283: Task executing 0
 1283 Task 0 Completed 
 1284: Task executing 1
 1285: Task executing 1
 1286: Task executing 1
 1287: Task executing 0
 1287 Task 0 Completed 
 1288: Task executing 1
 1289: Task executing 1
 1290: Task executing 1
 1291: Task executing 0
 1291 Task 0 Completed 
 1292: Task executing 1
 1293: Task executing 1
 1294: Task executing 1
 1295: Task executing 0
 1295 Task 0 Completed 
 1296: Task executing 1
 1297: Task executing 1
 1298: Task executing 1
 1299: Task executing 0
 1299 Task 0 Completed 
 1300: Task executing 1
 1301: Task executing 1
 1302: Task executing 1
 1303: Task executing 0
 1303 Task 0 Completed 
 1304: Task executing 1
 1305: Task executing 1
 1306: Task executing 1
 1307: Task executing 0
 1307 Task 0 Completed 
 1308: Task executing 1
 1309: Task executing 1
 1310: Task executing 1
 1311: Task executing 0
 1311 Task 0 Completed 
 1312: Task executing 1
 1313: Task executing 1
 1314: Task executing 1
 1315: Task executing 0
 1315 Task 0 Completed 
 1316: Task executing 1
 1317: Task executing 1
 1318: Task executing 1
 1319: Task executing 0
 1319 Task 0 Completed 
 1320: Task executing 1
 1321: Task executing 1
 1322: Task executing 1
 1323: Task executing 0
 1323 Task 0 Completed 
 1324: Task executing 1
 1325: Task executing 1
 1326: Task executing 1
 1327: Task executing 0
 1327 Task 0 Completed 
 1328: Task executing 1
 1329: Task executing 1
 1330: Task executing 1
 1331: Task executing 0
 1331 Task 0 Completed 
 1332: Task executing 1
 1333: Task executing 1
 1334: Task executing 1
 1335: Task executing 0
 1335 Task 0 Completed 
 1336: Task executing 1
 1337: Task executing 1
 1338: Task executing 1
 1339: Task executing 0
 1339 Task 0 Completed 
 1340: Task executing 1
 1341: Task executing 1
 1342: Task executing 1
 1343: Task executing 0
 1343 Task 0 Completed 
 1344: Task executing 1
 1345: Task executing 1
 1346: Task executing 1
 1347: Task executing 0
 1347 Task 0 Completed 
 1348: Task executing 1
 1349: Task executing 1
 1350: Task executing 1
 1351: Task executing 0
 1351 Task 0 Completed 
 1352: Task executing 1
 1353: Task executing 1
 1354: Task executing 1
 1355: Task executing 0
 1355 Task 0 Completed 
 1356: Task executing 1
 1357: Task executing 1
 1358: Task executing 1
 1359: Task executing 0
 1359 Task 0 Completed 
 1360: Task executing 1
 1361: Task executing 1
 1362: Task executing 1
 1363: Task executing 0
 1363 Task 0 Completed 
 1364: Task executing 1
 1365: Task executing 1
 1366: Task executing 1
 1367: Task executing 0
 1367 Task 0 Completed 
 1368: Task executing 1
 1369: Task executing 1
 1370: Task executing 1
 1371: Task executing 0
 1371 Task 0 Completed 
 1372: Task executing 1
 1373: Task executing 1
 1374: Task executing 1
 1375: Task executing 0
 1375 Task 0 Completed 
 1376: Task executing 1
 1377: Task executing 1
 1378: Task executing 1
 1379: Task executing 0
 1379 Task 0 Completed 
 1380: Task executing 1
 1381: Task executing 1
 1382: Task executing 1
 1383: Task executing 0
 1383 Task 0 Completed 
 1384: Task executing 1
 1385: Task executing 1
 1386: Task executing 1
 1387: Task executing 0
 1387 Task 0 Completed 
 1388: Task executing 1
 1389: Task executing 1
 1390: Task executing 1
 1391: Task executing 0
 1391 Task 0 Completed 
 1392: Task executing 1
 1393: Task executing 1
 1394: Task executing 1
 1395: Task executing 0
 1395 Task 0 Completed 
 1396: Task executing 1
 1397: Task executing 1
 1398: Task executing 1
 1399: Task executing 0
 1399 Task 0 Completed 
 1400: Task executing 1
 1401: Task executing 1
 1402: Task executing 1
 1403: Task executing 0
 1403 Task 0 Completed 
 1404: Task executing 1
 1405: Task executing 1
 1406: Task executing 1
 1407: Task executing 0
 1407 Task 0 Completed 
 1408: Task executing 1
 1409: Task executing 1
 1410: Task executing 1
 1411: Task executing 0
 1411 Task 0 Completed 
 1412: Task executing 1
 1413: Task executing 1
 1414: Task executing 1
 1415: Task executing 0
 1415 Task 0 Completed 
 1416: Task executing 1
 1417: Task executing 1
 1418: Task executing 1
 1419: Task executing 0
 1419 Task 0 Completed 
 1420: Task executing 1
 1421: Task executing 1
 1422: Task executing 1
 1423: Task executing 0
 1423 Task 0 Completed 
 1424: Task executing 1
 1425: Task executing 1
 1426: Task executing 1
 1427: Task executing 0
 1427 Task 0 Completed 
 1428: Task executing 1
 1429: Task executing 1
 1430: Task executing 1
 1431: Task executing 0
 1431 Task 0 Completed 
 1432: Task executing 1
 1433: Task executing 1
 1434: Task executing 1
 1435: Task executing 0
 1435 Task 0 Completed 
 1436: Task executing 1
 1437: Task executing 1
 1438: Task executing 1
 1439: Task executing 0
 1439 Task 0 Completed 
 1440: Task executing 1
 1441: Task executing 1
 1442: Task executing 1
 1443: Task executing 0
 1443 Task 0 Completed 
 1444: Task executing 1
 1445: Task executing 1
 1446: Task executing 1
 1447: Task executing 0
 1447 Task 0 Completed 
 1448: Task executing 1
 1449: Task executing 1
 1450: Task executing 1
 1451: Task executing 0
 1451 Task 0 Completed 
 1452: Task executing 1
 1453: Task executing 1
 1454: Task executing 1
 1455: Task executing 0
 1455 Task 0 Completed 
 1456: Task executing 1
 1457: Task executing 1
 1458: Task executing 1
 1459: Task executing 0
 1459 Task 0 Completed 
 1460: Task executing 1
 1461: Task executing 1
 1462: Task executing 1
 1463: Task executing 0
 1463 Task 0 Completed 
 1464: Task executing 1
 1465: Task executing 1
 1466: Task executing 1
 1467: Task executing 0
 1467 Task 0 Completed 
 1468: Task executing 1
 1469: Task executing 1
 1470: Task executing 1
 1471: Task executing 0
 1471 Task 0 Completed 
 1472: Task executing 1
 1473: Task executing 1
 1474: Task executing 1
 1475: Task executing 0
 1475 Task 0 Completed 
 1476: Task executing 1
 1477: Task executing 1
 1478: Task executing 1
 1479: Task executing 0
 1479 Task 0 Completed 
 1480: Task executing 1
 1481: Task executing 1
 1482: Task executing 1
 1483: Task executing 0
 1483 Task 0 Completed 
 1484: Task executing 1
 1485: Task executing 1
 1486: Task executing 1
 1487: Task executing 0
 1487 Task 0 Completed 
 1488: Task executing 1
 1489: Task executing 1
 1490: Task executing 1
 1491: Task executing 0
 1491 Task 0 Completed 
 1492: Task executing 1
 1493: Task executing 1
 1494: Task executing 1
 1495: Task executing 0
 1495 Task 0 Completed 
 1496: Task executing 1
 1497: Task executing 1
 1498: Task executing 1
 1499: Task executing 0
 1499 Task 0 Completed 
 1500: Task executing 1
 1501: Task executing 1
 1502: Task executing 1
 1503: Task executing 0
 1503 Task 0 Completed 
 1504: Task executing 1
 1505: Task executing 1
 1506: Task executing 1
 1507: Task executing 0
 1507 Task 0 Completed 
 1508: Task executing 1
 1509: Task executing 1
 1510: Task executing 1
 1511: Task executing 0
 1511 Task 0 Completed 
 1512: Task executing 1
 1513: Task executing 1
 1514: Task executing 1
 1515: Task executing 0
 1515 Task 0 Completed 
 1516: Task executing 1
 1517: Task executing 1
 1518: Task executing 1
 1519: Task executing 0
 1519 Task 0 Completed 
 1520: Task executing 1
 1521: Task executing 1
 1522: Task executing 1
 1523: Task executing 0
 1523 Task 0 Completed 
 1524: Task executing 1
 1525: Task executing 1
 1526: Task executing 1
 1527: Task executing 0
 1527 Task 0 Completed 
 1528: Task executing 1
 1529: Task executing 1
 1530: Task executing 1
 1531: Task executing 0
 1531 Task 0 Completed 
 1532: Task executing 1
 1533: Task executing 1
 1534: Task executing 1
 1535: Task executing 0
 1535 Task 0 Completed 
 1536: Task executing 1
 1537: Task executing 1
 1538: Task executing 1
 1539: Task executing 0
 1539 Task 0 Completed 
 1540: Task executing 1
 1541: Task executing 1
 1542: Task executing 1
 1543: Task executing 0
 1543 Task 0 Completed 
 1544: Task executing 1
 1545: Task executing 1
 1546: Task executing 1
 1547: Task executing 0
 1547 Task 0 Completed 
 1548: Task executing 1
 1549: Task executing 1
 1550: Task executing 1
 1551: Task executing 0
 1551 Task 0 Completed 
 1552: Task executing 1
 1553: Task executing 1
 1554: Task executing 1
 1555: Task executing 0
 1555 Task 0 Completed 
 1556: Task executing 1
 1557: Task executing 1
 1558: Task executing 1
 1559: Task executing 0
 1559 Task 0 Completed 
 1560: Task executing 1
 1561: Task executing 1
 1562: Task executing 1
 1563: Task executing 0
 1563 Task 0 Completed 
 1564: Task executing 1
 1565: Task executing 1
 1566: Task executing 1
 1567: Task executing 0
 1567 Task 0 Completed 
 1568: Task executing 1
 1569: Task executing 1
 1570: Task executing 1
 1571: Task executing 0
 1571 Task 0 Completed 
 1572: Task executing 1
 1573: Task executing 1
 1574: Task executing 1
 1575: Task executing 0
 1575 Task 0 Completed 
 1576: Task executing 1
 1577: Task executing 1
 1578: Task executing 1
 1579: Task executing 0
 1579 Task 0 Completed 
 1580: Task executing 1
 1581: Task executing 1
 1582: Task executing 1
 1583: Task executing 0
 1583 Task 0 Completed 
 1584: Task executing 1
 1585: Task executing 1
 1586: Task executing 1
 1587: Task executing 0
 1587 Task 0 Completed 
 1588: Task executing 1
 1589: Task executing 1
 1590: Task executing 1
 1591: Task executing 0
 1591 Task 0 Completed 
 1592: Task executing 1
 1593: Task executing 1
 1594: Task executing 1
 1595: Task executing 0
 1595 Task 0 Completed 
 1596: Task executing 1
 1597: Task executing 1
 1598: Task executing 1
 1599: Task executing 0
 1599 Task 0 Completed 
 1600: Task executing 1
 1601: Task executing 1
 1602: Task executing 1
 1603: Task executing 0
 1603 Task 0 Completed 
 1604: Task executing 1
 1605: Task executing 1
 1606: Task executing 1
 1607: Task executing 0
 1607 Task 0 Completed 
 1608: Task executing 1
 1609: Task executing 1
 1610: Task executing 1
 1611: Task executing 0
 1611 Task 0 Completed 
 1612: Task executing 1
 1613: Task executing 1
 1614: Task executing 1
 1615: Task executing 0
 1615 Task 0 Completed 
 1616: Task executing 1
 1617: Task executing 1
 1618: Task executing 1
 1619: Task executing 0
 1619 Task 0 Completed 
 1620: Task executing 1
 1621: Task executing 1
 1622: Task executing 1
 1623: Task executing 0
 1623 Task 0 Completed 
 1624: Task executing 1
 1625: Task executing 1
 1626: Task executing 1
 1627: Task executing 0
 1627 Task 0 Completed 
 1628: Task executing 1
 1629: Task executing 1
 1630: Task executing 1
 1631: Task executing 0
 1631 Task 0 Completed 
 1632: Task executing 1
 1633: Task executing 1
 1634: Task executing 1
 1635: Task executing 0
 1635 Task 0 Completed 
 1636: Task executing 1
 1637: Task executing 1
 1638: Task executing 1
 1639: Task executing 0
 1639 Task 0 Completed 
 1640: Task executing 1
 1641: Task executing 1
 1642: Task executing 1
 1643: Task executing 0
 1643 Task 0 Completed 
 1644: Task executing 1
 1645: Task executing 1
 1646: Task executing 1
 1647: Task executing 0
 1647 Task 0 Completed 
 1648: Task executing 1
 1649: Task executing 1
 1650: Task executing 1
 1651: Task executing 0
 1651 Task 0 Completed 
 1652: Task executing 1
 1653: Task executing 1
 1654: Task executing 1
 1655: Task executing 0
 1655 Task 0 Completed 
 1656: Task executing 1
 1657: Task executing 1
 1658: Task executing 1
 1659: Task executing 0
 1659 Task 0 Completed 
 1660: Task executing 1
 1661: Task executing 1
 1662: Task executing 1
 1663: Task executing 0
 1663 Task 0 Completed 
 1664: Task executing 1
 1665: Task executing 1
 1666: Task executing 1
 1667: Task executing 0
 1667 Task 0 Completed 
 1668: Task executing 1
 1669: Task executing 1
 1670: Task executing 1
 1671: Task executing 0
 1671 Task 0 Completed 
 1672: Task executing 1
 1673: Task executing 1
 1674: Task executing 1
 1675: Task executing 0
 1675 Task 0 Completed 
 1676: Task executing 1
 1677: Task executing 1
 1678: Task executing 1
 1679: Task executing 0
 1679 Task 0 Completed 
 1680: Task executing 1
 1681: Task executing 1
 1682: Task executing 1
 1683: Task executing 0
 1683 Task 0 Completed 
 1684: Task executing 1
 1685: Task executing 1
 1686: Task executing 1
 1687: Task executing 0
 1687 Task 0 Completed 
 1688: Task executing 1
 1689: Task executing 1
 1690: Task executing 1
 1691: Task executing 0
 1691 Task 0 Completed 
 1692: Task executing 1
 1693: Task executing 1
 1694: Task executing 1
 1695: Task executing 0
 1695 Task 0 Completed 
 1696: Task executing 1
 1697: Task executing 1
 1698: Task executing 1
 1699: Task executing 0
 1699 Task 0 Completed 
 1700: Task executing 1
 1701: Task executing 1
 1702: Task executing 1
 1703: Task executing 0
 1703 Task 0 Completed 
 1704: Task executing 1
 1705: Task executing 1
 1706: Task executing 1
 1707: Task executing 0
 1707 Task 0 Completed 
 1708: Task executing 1
 1709: Task executing 1
 1710: Task executing 1
 1711: Task executing 0
 1711 Task 0 Completed 
 1712: Task executing 1
 1713: Task executing 1
 1714: Task executing 1
 1715: Task executing 0
 1715 Task 0 Completed 
 1716: Task executing 1
 1717: Task executing 1
 1718: Task executing 1
 1719: Task executing 0
 1719 Task 0 Completed 
 1720: Task executing 1
 1721: Task executing 1
 1722: Task executing 1
 1723: Task executing 0
 1723 Task 0 Completed 
 1724: Task executing 1
 1725: Task executing 1
 1726: Task executing 1
 1727: Task executing 0
 1727 Task 0 Completed 
 1728: Task executing 1
 1729: Task executing 1
 1730: Task executing 1
 1731: Task executing 0
 1731 Task 0 Completed 
 1732: Task executing 1
 1733: Task executing 1
 1734: Task executing 1
 1735: Task executing 0
 1735 Task 0 Completed 
 1736: Task executing 1
 1737: Task executing 1
 1738: Task executing 1
 1739: Task executing 0
 1739 Task 0 Completed 
 1740: Task executing 1
 1741: Task executing 1
 1742: Task executing 1
 1743: Task executing 0
 1743 Task 0 Completed 
 1744: Task executing 1
 1745: Task executing 1
 1746: Task executing 1
 1747: Task executing 0
 1747 Task 0 Completed 
 1748: Task executing 1
 1749: Task executing 1
 1750: Task executing 1
 1751: Task executing 0
 1751 Task 0 Completed 
 1752: Task executing 1
 1753: Task executing 1
 1754: Task executing 1
 1755: Task executing 0
 1755 Task 0 Completed 
 1756: Task executing 1
 1757: Task executing 1
 1758: Task executing 1
 1759: Task executing 0
 1759 Task 0 Completed 
 1760: Task executing 1
 1761: Task executing 1
 1762: Task executing 1
 1763: Task executing 0
 1763 Task 0 Completed 
 1764: Task executing 1
 1765: Task executing 1
 1766: Task executing 1
 1767: Task executing 0
 1767 Task 0 Completed 
 1768: Task executing 1
 1769: Task executing 1
 1770: Task executing 1
 1771: Task executing 0
 1771 Task 0 Completed 
 1772: Task executing 1
 1773: Task executing 1
 1774: Task executing 1
 1775: Task executing 0
 1775 Task 0 Completed 
 1776: Task executing 1
 1777: Task executing 1
 1778: Task executing 1
 1779: Task executing 0
 1779 Task 0 Completed 
 1780: Task executing 1
 1781: Task executing 1
 1782: Task executing 1
 1783: Task executing 0
 1783 Task 0 Completed 
 1784: Task executing 1
 1785: Task executing 1
 1786: Task executing 1
 1787: Task executing 0
 1787 Task 0 Completed 
 1788: Task executing 1
 1789: Task executing 1
 1790: Task executing 1
 1791: Task executing 0
 1791 Task 0 Completed 
 1792: Task executing 1
 1793: Task executing 1
 1794: Task executing 1
 1795: Task executing 0
 1795 Task 0 Completed 
 1796: Task executing 1
 1797: Task executing 1
 1798: Task executing 1
 1799: Task executing 0
 1799 Task 0 Completed 
 1800: Task executing 1
 1801: Task executing 1
 1802: Task executing 1
 1803: Task executing 0
 1803 Task 0 Completed 
 1804: Task executing 1
 1805: Task executing 1
 1806: Task executing 1
 1807: Task executing 0
 1807 Task 0 Completed 
 1808: Task executing 1
 1809: Task executing 1
 1810: Task executing 1
 1811: Task executing 0
 1811 Task 0 Completed 
 1812: Task executing 1
 1813: Task executing 1
 1814: Task executing 1
 1815: Task executing 0
 1815 Task 0 Completed 
 1816: Task executing 1
 1817: Task executing 1
 1818: Task executing 1
 1819: Task executing 0
 1819 Task 0 Completed 
 1820: Task executing 1
 1821: Task executing 1
 1822: Task executing 1
 1823: Task executing 0
 1823 Task 0 Completed 
 1824: Task executing 1
 1825: Task executing 1
 1826: Task executing 1
 1827: Task executing 0
 1827 Task 0 Completed 
 1828: Task executing 1
 1829: Task executing 1
 1830: Task executing 1
 1831: Task executing 0
 1831 Task 0 Completed 
 1832: Task executing 1
 1833: Task executing 1
 1834: Task executing 1
 1835: Task executing 0
 1835 Task 0 Completed 
 1836: Task executing 1
 1837: Task executing 1
 1838: Task executing 1
 1839: Task executing 0
 1839 Task 0 Completed 
 1840: Task executing 1
 1841: Task executing 1
 1842: Task executing 1
 1843: Task executing 0
 1843 Task 0 Completed 
 1844: Task executing 1
 1845: Task executing 1
 1846: Task executing 1
 1847: Task executing 0
 1847 Task 0 Completed 
 1848: Task executing 1
 1849: Task executing 1
 1850: Task executing 1
 1851: Task executing 0
 1851 Task 0 Completed 
 1852: Task executing 1
 1853: Task executing 1
 1854: Task executing 1
 1855: Task executing 0
 1855 Task 0 Completed 
 1856: Task executing 1
 1857: Task executing 1
 1858: Task executing 1
 1859: Task executing 0
 1859 Task 0 Completed 
 1860: Task executing 1
 1861: Task executing 1
 1862: Task executing 1
 1863: Task executing 0
 1863 Task 0 Completed 
 1864: Task executing 1
 1865: Task executing 1
 1866: Task executing 1
 1867: Task executing 0
 1867 Task 0 Completed 
 1868: Task executing 1
 1869: Task executing 1
 1870: Task executing 1
 1871: Task executing 0
 1871 Task 0 Completed 
 1872: Task executing 1
 1873: Task executing 1
 1874: Task executing 1
 1875: Task executing 0
 1875 Task 0 Completed 
 1876: Task executing 1
 1877: Task executing 1
 1878: Task executing 1
 1879: Task executing 0
 1879 Task 0 Completed 
 1880: Task executing 1
 1881: Task executing 1
 1882: Task executing 1
 1883: Task executing 0
 1883 Task 0 Completed 
 1884: Task executing 1
 1885: Task executing 1
 1886: Task executing 1
 1887: Task executing 0
 1887 Task 0 Completed 
 1888: Task executing 1
 1889: Task executing 1
 1890: Task executing 1
 1891: Task executing 0
 1891 Task 0 Completed 
 1892: Task executing 1
 1893: Task executing 1
 1894: Task executing 1
 1895: Task executing 0
 1895 Task 0 Completed 
 1896: Task executing 1
 1897: Task executing 1
 1898: Task executing 1
 1899: Task executing 0
 1899 Task 0 Completed 
 1900: Task executing 1
 1901: Task executing 1
 1902: Task executing 1
 1903: Task executing 0
 1903 Task 0 Completed 
 1904: Task executing 1
 1905: Task executing 1
 1906: Task executing 1
 1907: Task executing 0
 1907 Task 0 Completed 
 1908: Task executing 1
 1909: Task executing 1
 1910: Task executing 1
 1911: Task executing 0
 1911 Task 0 Completed 
 1912: Task executing 1
 1913: Task executing 1
 1914: Task executing 1
 1915: Task executing 0
 1915 Task 0 Completed 
 1916: Task executing 1
 1917: Task executing 1
 1918: Task executing 1
 1919: Task executing 0
 1919 Task 0 Completed 
 1920: Task executing 1
 1921: Task executing 1
 1922: Task executing 1
 1923: Task executing 0
